CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
630,1,26,7,129837.72,2,0,1,197001.15,False
486,1,63,9,97009.15,1,1,1,85101.0,False
498,0,30,1,0.0,2,0,0,135795.53,False
603,1,35,6,128993.76,2,1,0,130483.56,False
551,0,36,5,0.0,1,1,0,183479.12,False
515,0,28,9,0.0,2,0,0,94141.75,False
629,1,35,1,172170.36,1,1,1,159777.37,False
576,1,41,1,0.0,1,1,1,188274.6,False
592,0,27,4,0.0,2,1,1,183569.25,False
647,0,29,0,98263.46,2,1,0,164717.95,False
593,1,43,9,0.0,2,1,1,76357.43,False
632,1,27,4,193125.85,1,1,1,152665.85,False
736,1,27,5,51522.75,1,0,1,192131.77,False
755,1,23,5,84284.48,2,1,1,62851.6,False
461,1,51,9,119889.84,1,0,0,56767.67,True
745,1,21,4,137910.45,1,1,1,177235.23,False
616,0,37,6,0.0,2,1,0,86242.18,False
587,1,33,5,100116.82,1,1,0,34215.58,False
601,0,38,0,0.0,2,1,0,165196.65,False
532,1,44,3,148595.55,1,1,0,74838.64,True
562,1,29,9,0.0,1,1,1,25858.68,False
729,0,62,4,140549.4,1,1,0,30990.16,True
767,0,44,2,152509.25,1,1,1,136915.15,False
742,0,28,2,191864.51,1,1,0,108457.99,True
669,0,44,8,96418.09,1,0,0,131609.48,True
586,1,29,3,0.0,2,1,1,142238.54,False
740,0,37,7,0.0,2,1,1,194270.91,False
584,1,35,3,146311.58,1,1,1,105443.47,False
524,1,52,2,87894.26,1,1,0,173899.42,True
614,0,19,5,97445.49,2,1,0,122823.34,False
598,0,64,9,0.0,1,0,1,13181.37,True
724,1,34,2,154485.74,2,0,0,78560.64,False
601,1,50,2,115625.07,1,1,0,185855.21,False
804,1,25,7,108396.67,1,1,0,128276.95,False
518,0,38,10,84764.79,1,1,1,162253.9,False
819,0,38,10,0.0,2,1,0,30498.7,False
625,0,39,5,0.0,2,1,0,32615.21,False
679,1,60,6,0.0,2,1,1,77331.77,False
508,1,44,3,115451.05,2,0,0,67234.33,False
414,1,38,8,0.0,1,0,1,77661.12,True
721,0,37,1,0.0,2,1,0,70810.8,False
751,1,31,8,0.0,2,0,0,17550.49,False
662,1,34,2,0.0,2,0,1,21497.27,False
723,1,48,7,0.0,2,1,1,150694.58,False
586,0,28,5,0.0,3,1,0,170487.4,True
564,1,31,4,0.0,2,1,0,53520.03,False
649,0,31,2,0.0,2,1,0,15200.61,False
622,0,30,4,107879.04,1,0,1,196894.62,False
718,1,27,2,0.0,2,0,0,26229.24,False
696,1,22,9,149777.0,1,1,1,198032.93,False
637,0,38,3,104339.56,1,0,0,119882.86,False
592,1,37,4,212692.97,1,0,0,176395.02,False
608,0,28,9,0.0,2,1,1,125062.02,False
665,0,55,8,136354.16,1,1,1,93769.89,False
649,1,38,1,122214.0,1,0,1,88965.46,False
695,1,45,3,0.0,2,1,1,30793.61,False
788,0,39,3,135139.33,1,0,1,113086.08,False
544,0,32,9,110728.39,1,1,1,14559.62,False
614,0,41,8,121558.46,1,1,1,598.8,False
471,0,58,4,114713.57,1,1,1,36315.03,False
667,1,23,1,0.0,2,1,0,91573.19,False
670,0,33,7,0.0,2,1,1,88187.81,False
571,1,32,5,131354.25,1,1,0,125256.53,False
472,1,31,4,58662.92,2,0,1,73322.0,False
625,1,45,7,137555.44,1,0,0,124607.7,False
535,0,38,8,0.0,2,1,0,136620.64,False
649,0,41,2,125785.23,1,1,1,70523.92,False
689,1,22,4,136444.25,1,1,0,51980.25,True
620,1,36,8,0.0,2,1,1,145937.99,False
577,0,35,10,0.0,2,1,1,25161.61,False
599,1,25,6,120383.41,1,1,1,24903.09,False
481,0,57,9,0.0,3,1,1,169719.35,True
704,1,42,8,129735.3,2,1,1,179565.57,False
480,0,28,6,0.0,2,0,0,48131.92,False
682,1,42,0,0.0,1,1,1,160828.98,False
492,1,29,1,144591.96,1,1,1,196293.76,False
444,0,45,4,0.0,2,1,0,161653.5,True
624,1,36,6,0.0,2,0,0,84635.64,False
709,1,37,7,0.0,1,1,0,159486.76,False
660,1,38,7,0.0,2,0,1,146585.53,False
667,1,36,9,0.0,2,1,1,40062.29,False
705,1,30,1,0.0,1,1,1,181300.32,False
669,1,26,4,0.0,2,1,1,197594.34,False
676,0,32,5,0.0,2,1,1,75465.41,False
559,1,29,1,0.0,2,0,0,155639.76,False
564,0,28,1,0.0,1,1,1,162428.05,False
689,1,39,7,0.0,2,0,0,14917.09,False
646,1,24,8,0.0,2,0,0,92612.88,False
597,0,33,6,135703.59,2,0,0,74850.84,False
640,1,43,7,132412.38,1,0,0,69584.3,True
805,1,46,6,118022.06,3,1,0,162643.15,True
535,0,45,2,0.0,2,0,1,170621.55,False
646,1,52,8,59669.43,1,0,0,172495.81,True
515,0,25,7,79543.59,1,0,1,38772.82,False
697,0,39,6,151553.19,1,1,1,44946.29,False
760,1,43,8,121911.59,1,1,0,193312.33,False
769,1,51,9,156773.78,2,1,0,40257.79,False
774,1,53,4,113709.28,1,1,1,153887.93,True
648,0,44,2,0.0,2,1,1,58652.23,False
688,0,51,5,0.0,1,1,0,91624.11,True
705,1,33,3,144427.96,2,1,0,113845.19,False
654,1,42,7,99263.09,1,1,1,67607.9,False
624,0,32,2,79368.87,2,1,1,145471.94,False
594,0,30,10,0.0,2,1,1,124071.71,False
597,1,28,2,0.0,3,1,1,78707.97,False
758,0,52,7,125095.94,1,1,0,171189.83,True
683,1,25,4,0.0,2,1,0,152698.24,False
669,1,37,4,0.0,1,1,0,132540.33,False
730,0,34,5,74197.38,2,1,0,96875.52,False
622,0,31,1,89688.94,1,1,1,152305.47,False
628,1,32,9,149136.31,2,1,1,16402.11,False
600,1,40,1,141136.79,1,1,1,67803.83,False
693,0,43,4,152341.55,1,1,0,9241.78,False
704,1,36,7,120026.98,2,0,1,100601.73,False
626,0,32,0,0.0,2,0,0,187172.54,False
582,1,20,4,0.0,1,1,1,55763.66,False
850,1,30,9,121535.18,1,0,0,40313.47,False
679,1,60,8,0.0,2,1,1,51380.9,False
801,1,38,5,0.0,2,1,0,66256.27,False
606,1,35,2,132164.26,1,0,1,164815.59,False
850,0,41,5,0.0,2,1,1,34827.43,False
497,1,41,9,0.0,1,0,0,22074.48,False
764,0,39,5,81042.42,1,0,1,109805.17,False
603,0,48,5,0.0,1,1,0,100478.6,True
609,1,40,6,0.0,2,1,1,97416.34,False
487,1,53,4,199689.49,1,1,1,24207.86,True
748,1,33,1,142645.43,1,0,0,69132.66,False
607,1,25,3,0.0,2,0,0,187048.72,False
674,1,45,7,142072.02,1,1,0,37013.29,False
525,0,25,6,0.0,2,1,0,89566.64,False
755,0,43,9,0.0,2,1,0,18066.69,False
715,1,21,6,76467.16,1,1,1,173511.72,False
727,0,26,9,121508.28,1,1,1,146785.44,False
524,1,22,9,0.0,2,1,0,74405.34,False
707,0,55,1,0.0,2,0,1,54409.48,False
551,1,37,3,0.0,2,1,1,50578.4,False
559,0,38,8,95139.41,1,1,1,86575.46,False
620,0,29,3,0.0,2,0,1,153392.28,False
449,0,37,6,0.0,2,1,0,82176.48,False
594,0,31,9,0.0,1,0,1,5719.11,False
601,1,44,3,0.0,2,1,0,30607.11,False
657,1,50,9,0.0,2,0,0,37171.46,False
531,1,31,3,0.0,1,1,1,42589.33,False
782,0,33,2,94493.03,1,0,1,101866.39,False
696,1,52,6,139781.06,1,1,0,27445.4,True
586,0,35,7,0.0,2,1,0,70760.69,False
498,1,73,2,170241.7,2,1,1,165407.96,False
691,0,33,1,128306.83,1,1,1,113580.79,False
568,0,47,7,0.0,2,1,1,45978.39,False
715,0,35,3,0.0,1,1,1,152012.36,False
539,0,22,0,100885.93,2,1,1,38772.65,False
494,1,69,9,93320.8,1,1,1,24489.44,False
596,1,33,2,139451.67,1,0,0,63142.12,False
649,0,52,8,49113.75,1,1,0,41858.43,False
787,0,40,6,0.0,2,1,1,84151.98,False
604,1,28,7,0.0,2,0,0,58595.64,False
651,1,56,2,0.0,1,1,0,114522.68,True
698,1,57,6,136325.48,2,1,1,72549.27,True
696,0,33,4,0.0,2,1,1,73371.65,False
717,0,76,9,138489.66,1,1,1,68400.14,False
510,1,63,8,0.0,2,1,1,115291.86,False
632,1,32,6,111589.33,1,1,1,170382.99,False
688,0,54,9,0.0,1,1,0,191212.63,True
631,1,33,7,0.0,1,1,1,58043.02,True
599,1,44,10,118577.24,1,1,1,31448.52,False
730,1,27,5,0.0,2,1,1,116081.93,False
533,0,39,2,0.0,1,0,1,73669.94,True
850,0,42,9,113311.11,1,1,1,198193.75,False
678,0,41,9,0.0,1,0,0,13160.03,False
576,1,32,7,0.0,2,1,0,4660.91,False
592,1,42,1,147249.29,2,1,1,63023.02,False
774,1,36,7,103688.19,1,0,1,118971.74,False
620,0,29,1,138740.24,2,0,0,154700.61,False
733,1,51,10,141556.96,1,1,0,130189.53,False
650,0,43,6,0.0,2,1,1,16301.91,False
538,0,33,5,0.0,2,1,0,126962.41,False
577,0,46,1,0.0,1,1,1,158750.53,False
792,1,30,8,0.0,2,1,0,199644.2,False
686,0,41,10,0.0,1,1,1,144272.71,True
589,1,29,2,0.0,2,0,1,98320.27,False
530,1,25,9,162560.32,1,1,0,64129.03,False
550,1,38,9,140278.99,3,1,1,171457.06,True
655,0,51,3,0.0,2,0,1,15801.02,False
721,1,46,1,115764.32,2,0,0,102950.79,False
511,1,45,5,68375.27,1,1,0,193160.25,True
681,1,34,7,0.0,2,0,0,130686.59,False
815,1,45,7,0.0,1,0,1,52885.23,True
591,0,56,9,128882.49,1,1,1,196241.94,True
487,1,37,6,0.0,2,1,1,126477.41,False
729,1,39,4,121404.64,1,1,1,159618.17,False
580,0,35,1,102097.33,1,0,1,168285.85,False
642,1,40,1,154863.15,1,1,1,138052.51,False
663,1,35,9,0.0,2,1,1,195580.28,False
840,1,30,8,136291.71,1,1,0,54113.38,False
689,1,47,1,93871.95,3,1,0,156878.42,True
584,1,49,8,172713.44,1,1,0,113860.81,False
810,0,51,5,0.0,2,0,1,184524.74,False
625,0,39,3,130786.92,1,0,1,121316.07,False
535,0,29,2,112367.34,1,1,0,185630.76,False
655,0,26,7,106198.5,1,0,1,32020.42,False
751,1,47,5,142669.93,2,1,0,162760.96,False
525,1,33,1,112833.35,1,0,1,175178.56,False
532,0,40,5,0.0,2,0,1,177099.71,False
580,1,55,6,104305.74,1,0,1,175750.21,False
683,1,39,4,0.0,2,1,0,171716.81,False
747,0,45,1,114959.12,1,1,0,189362.39,True
602,1,33,5,164704.38,1,0,1,180716.1,True
779,1,62,10,119096.55,1,0,1,116977.89,False
551,1,31,1,0.0,2,1,1,185105.44,False
666,1,47,2,0.0,1,1,0,35046.97,True
849,0,41,9,115465.28,1,1,0,103174.5,False
471,0,27,4,0.0,2,1,0,122642.09,False
797,1,32,10,114084.6,1,0,1,125782.29,False
588,0,27,8,0.0,1,1,0,20066.38,False
577,1,29,7,0.0,2,1,1,55473.15,False
571,0,38,6,107193.82,2,0,0,38962.94,False
680,1,36,3,116275.12,1,1,1,63795.8,False
618,1,39,2,91068.56,1,1,0,26578.69,False
759,0,39,6,0.0,2,1,1,140497.67,False
585,1,40,7,0.0,2,0,0,146156.98,False
774,0,42,3,137781.65,1,0,0,199316.19,False
676,1,20,1,80569.73,1,0,0,68621.98,False
678,0,22,4,174852.89,1,1,1,28149.06,False
787,0,85,10,0.0,2,1,1,116537.96,False
770,1,36,2,89800.14,1,1,1,105922.69,False
659,1,43,1,106086.42,2,1,0,26900.63,False
693,1,21,1,0.0,2,1,1,3494.02,False
744,1,47,9,0.0,2,1,0,113163.17,False
716,1,38,4,0.0,2,1,0,189678.7,False
671,1,34,7,106603.74,2,1,1,26387.71,False
636,0,38,1,0.0,1,1,0,45015.38,False
615,1,32,4,0.0,2,1,1,6225.63,False
791,0,44,5,0.0,2,1,1,123977.86,True
762,1,53,1,102520.37,1,1,1,170195.4,False
607,1,35,2,0.0,2,1,1,114190.3,False
601,0,34,5,0.0,2,1,0,27022.57,False
812,1,44,4,115049.15,2,1,0,165038.41,False
685,1,58,1,104796.54,1,1,1,154181.41,False
680,1,33,1,123082.08,1,1,0,134960.98,False
631,0,33,8,0.0,2,0,0,117374.22,False
569,0,43,7,0.0,2,1,1,77703.19,False
582,0,40,9,0.0,3,1,1,60954.45,False
609,1,32,7,71872.19,1,1,1,151924.9,False
503,1,42,8,104430.08,1,1,1,147557.71,False
503,0,28,5,0.0,2,1,0,125918.17,False
653,0,31,7,102575.04,1,1,1,11043.54,False
666,1,43,7,137780.74,2,1,1,119100.05,True
798,1,32,7,0.0,2,0,1,37731.95,False
740,0,30,8,105209.54,1,1,0,1852.58,False
556,1,35,10,0.0,2,1,1,192751.18,False
693,1,29,2,151352.74,1,0,0,197145.89,False
483,0,44,5,136836.49,1,1,0,192359.9,True
466,1,40,4,91592.06,1,1,0,141210.18,True
770,0,30,8,0.0,2,1,0,100557.03,False
734,0,54,3,0.0,1,1,0,130805.54,True
716,0,22,8,0.0,2,1,1,92606.98,False
439,1,36,2,165536.28,2,1,1,123956.83,False
743,1,40,8,68155.59,1,1,0,94876.65,False
656,1,37,2,0.0,2,0,1,67840.81,False
666,0,31,2,79589.43,1,0,0,4050.57,False
792,1,19,7,143390.51,1,1,0,33282.84,False
539,0,24,3,0.0,2,1,1,198161.07,False
640,0,29,3,0.0,2,1,0,2743.69,False
655,0,47,10,0.0,2,1,0,167778.62,False
678,0,28,4,0.0,2,1,1,144423.17,True
554,0,45,6,0.0,2,1,1,181204.5,False
698,0,40,7,105061.74,3,1,0,107815.31,True
620,1,32,7,0.0,2,1,1,34665.79,False
619,0,40,10,0.0,1,1,1,147093.84,True
561,1,21,4,0.0,1,1,1,36942.35,False
753,0,39,7,155062.8,1,1,1,16460.77,False
451,1,33,6,0.0,2,1,0,184954.11,False
676,1,29,4,140720.93,1,1,0,36221.18,False
642,1,30,8,80964.57,2,1,0,174738.2,False
760,1,39,6,178585.46,1,1,0,67131.3,True
656,1,43,7,134919.85,1,1,0,194691.95,False
615,1,39,4,133707.09,1,1,1,108152.75,False
682,0,27,1,97893.2,1,1,0,166144.98,False
694,1,34,5,127900.03,1,1,0,101737.8,False
694,1,37,10,143835.47,1,0,1,33326.71,False
607,1,44,0,0.0,2,1,1,81140.09,False
664,1,48,10,0.0,1,1,0,140173.17,True
756,1,60,2,0.0,1,1,1,166513.49,True
645,0,40,3,129596.77,1,1,1,103232.6,False
697,0,76,7,0.0,2,0,1,188772.45,False
548,0,28,8,116755.5,2,1,1,158585.17,True
648,0,39,6,130694.89,2,1,1,153955.38,True
686,0,39,3,111695.62,1,0,0,136643.84,False
644,0,40,9,137285.26,4,1,0,77063.63,True
702,0,29,6,149218.39,1,1,1,9633.01,False
652,1,51,7,0.0,2,0,1,43496.36,False
643,0,31,3,167949.48,1,1,0,143162.34,False
834,1,23,4,131254.81,1,1,0,20199.3,False
591,1,28,5,0.0,2,1,1,48606.92,False
665,0,38,5,0.0,2,1,0,156439.56,False
651,0,39,6,0.0,1,1,0,24176.44,False
637,0,48,7,130806.99,2,1,1,132005.85,True
675,0,49,0,0.0,1,1,1,80496.71,True
815,0,56,3,0.0,3,1,1,94248.16,True
485,0,27,3,0.0,2,1,0,141449.86,False
586,0,35,7,164769.02,3,1,0,119814.25,True
528,0,27,7,176227.07,2,0,1,139481.53,False
542,0,39,4,109949.39,2,1,1,41268.65,False
552,0,34,5,0.0,2,1,1,1351.41,False
678,0,60,10,117738.81,1,1,0,147489.76,True
669,0,43,1,160474.59,1,1,1,95963.14,False
636,1,43,6,0.0,2,1,0,43128.95,False
801,0,32,4,75170.54,1,1,1,37898.5,False
692,0,42,2,0.0,2,1,0,145222.93,False
585,0,28,6,105795.9,1,1,1,41219.09,False
590,1,32,5,0.0,2,1,0,59249.83,False
659,0,49,1,0.0,1,1,0,116249.72,True
690,0,26,3,118097.87,1,1,0,61257.83,False
610,1,36,4,129440.3,2,1,0,102638.35,False
544,1,23,1,96471.2,1,1,0,35550.97,False
548,0,46,1,0.0,1,1,1,104469.06,True
722,1,20,6,0.0,2,1,0,195486.28,False
564,0,33,4,135946.26,1,1,0,63170.0,False
719,1,69,3,0.0,2,1,1,58320.06,False
850,0,42,8,0.0,1,1,0,19632.64,True
525,1,26,7,153644.39,1,1,1,63197.88,False
611,1,35,10,0.0,1,1,1,23598.23,True
572,1,33,9,68193.72,1,1,0,19998.31,False
726,0,32,8,0.0,2,0,0,185075.63,False
663,1,36,10,0.0,2,1,0,136349.55,False
524,1,30,1,0.0,2,1,0,126812.85,False
691,1,26,9,136623.19,1,1,0,153228.0,False
583,0,29,10,0.0,2,1,1,111285.85,False
584,0,66,5,0.0,1,1,0,49553.38,True
679,0,33,6,0.0,2,1,1,98015.85,False
646,1,36,6,124445.52,1,1,0,88481.32,False
559,0,34,5,68999.66,2,1,1,66879.27,False
527,1,47,1,0.0,1,1,0,21312.16,True
675,1,54,6,0.0,1,1,0,110273.84,True
580,1,50,0,125647.36,1,1,0,57541.08,True
411,0,36,10,0.0,1,0,0,120694.35,False
815,1,24,7,171922.72,1,0,1,178028.96,False
638,1,57,6,0.0,1,1,0,33676.48,True
516,1,35,5,128653.59,1,1,0,127558.26,False
734,1,37,3,80387.81,1,0,1,77272.62,False
611,1,58,8,0.0,2,0,1,107665.68,True
641,1,31,10,155978.17,1,1,0,91510.71,False
585,0,38,5,0.0,1,1,1,87363.56,False
507,0,29,4,89349.47,2,0,0,180626.68,False
707,0,58,3,102346.86,1,1,1,114672.64,False
841,1,31,2,0.0,2,1,0,173240.52,False
614,1,51,3,0.0,2,1,1,5552.37,False
447,1,43,2,0.0,2,1,0,33879.26,True
738,1,35,5,161274.05,2,1,0,181429.87,False
422,0,33,2,0.0,2,1,0,102655.31,False
690,1,54,5,0.0,1,1,0,12847.61,True
850,0,33,7,118004.26,1,1,0,183983.82,False
728,0,59,4,0.0,1,1,1,163365.85,True
629,0,31,6,0.0,1,1,1,16447.6,True
658,1,25,3,0.0,2,0,1,173948.4,False
790,0,41,2,126619.27,1,1,0,198224.38,False
640,1,44,7,111833.47,1,1,0,67202.74,False
583,0,57,3,238387.56,1,0,1,147964.99,True
775,0,32,2,108698.96,2,1,1,161069.73,False
584,0,39,2,112687.69,1,1,1,127749.61,False
814,1,48,9,136596.85,1,1,1,185791.9,False
678,0,31,1,0.0,2,0,1,130446.65,False
693,1,37,1,0.0,2,1,1,82867.55,False
640,0,30,6,107499.7,1,1,1,187632.22,False
736,0,30,9,0.0,2,1,0,34180.33,False
693,0,28,8,0.0,2,1,1,158545.25,False
496,0,41,1,176024.05,2,1,0,182337.98,False
751,0,39,3,0.0,2,1,1,84175.34,False
825,1,34,9,0.0,2,1,1,31933.06,False
653,1,34,5,118838.75,1,1,1,52820.13,False
632,0,44,3,133793.89,1,1,1,34607.14,True
786,0,62,8,0.0,1,1,1,165702.64,False
654,0,40,3,0.0,2,1,0,167889.1,False
572,0,38,7,0.0,2,1,1,133122.62,False
813,0,62,10,64667.95,2,0,1,140454.14,False
523,0,28,2,121164.11,1,1,1,59938.81,False
664,0,31,7,104158.84,1,1,0,134169.85,False
684,1,54,6,0.0,2,1,1,94888.6,False
527,0,25,6,0.0,2,0,1,96758.58,False
666,1,53,5,64646.7,1,1,0,128019.48,True
779,1,71,3,0.0,2,1,1,146895.36,True
629,0,40,6,0.0,2,1,1,139356.3,False
430,1,35,1,118894.22,1,0,0,2923.61,False
712,1,24,2,0.0,1,0,1,121232.51,False
682,1,30,9,0.0,2,1,1,2053.42,False
634,0,41,8,68213.99,1,1,1,6382.46,False
527,0,32,7,0.0,2,1,1,44099.75,False
529,0,38,2,0.0,1,1,0,146388.85,True
850,0,43,3,0.0,2,0,0,2465.8,False
738,1,18,4,0.0,2,1,1,47799.15,False
817,1,34,5,129278.43,1,0,0,165562.84,False
735,1,31,3,119558.35,1,0,0,72927.68,False
671,1,27,5,0.0,2,0,0,120893.07,False
718,0,29,3,0.0,1,0,1,134462.29,False
474,1,37,3,98431.37,1,0,0,75698.44,False
658,0,31,7,123974.96,1,1,0,102153.75,False
714,1,63,4,138082.16,1,0,1,166677.54,False
725,1,45,1,129855.32,1,0,0,24218.65,False
825,1,40,6,132308.22,1,0,0,117122.5,False
591,1,40,2,99886.42,2,1,1,88695.19,False
508,0,31,7,0.0,2,1,1,6123.15,False
695,0,36,2,0.0,2,0,1,167749.54,False
844,1,38,7,111501.66,1,1,1,119333.38,False
759,0,33,9,160541.36,2,0,0,93541.14,False
673,1,47,1,0.0,2,0,0,108762.16,False
630,1,67,5,0.0,2,1,1,27330.27,False
703,0,33,8,190566.65,1,1,1,79997.14,False
652,0,37,4,92208.54,1,0,1,197699.8,True
644,1,37,2,186347.97,2,1,0,92809.73,False
777,0,58,4,0.0,1,1,1,62449.07,True
738,1,49,6,106770.82,1,1,0,123499.27,False
775,0,66,9,0.0,2,1,1,67622.34,False
735,1,41,7,74135.85,1,1,1,11783.1,True
674,0,32,7,85757.93,1,1,1,95481.0,False
570,0,46,3,0.0,2,0,0,820.46,False
710,1,30,6,0.0,2,1,1,8991.17,False
466,1,29,6,0.0,2,1,1,2797.27,False
759,0,22,5,0.0,1,1,0,22303.17,False
581,1,71,4,0.0,2,1,1,197562.08,False
820,1,33,2,132150.26,2,1,0,23067.97,False
759,1,41,9,0.0,2,0,1,190294.12,False
628,0,31,6,175443.75,1,1,0,113167.17,True
676,1,31,3,78990.15,1,1,1,124777.14,False
591,0,33,4,113743.37,1,1,0,124625.08,False
690,0,26,5,157624.84,1,1,1,49599.27,False
624,0,62,7,125163.62,2,1,1,151411.5,False
573,0,23,2,0.0,1,1,0,122964.18,False
694,1,60,9,0.0,1,1,1,57088.97,False
632,1,40,3,193354.86,2,1,0,149188.41,False
711,0,37,8,113899.92,1,0,0,80215.2,False
605,1,39,3,0.0,2,1,0,199390.45,False
657,0,37,2,0.0,2,1,1,7667.48,False
532,1,38,9,0.0,2,0,0,30583.95,False
612,0,42,10,75497.51,1,0,0,149682.78,False
792,0,42,2,0.0,2,1,0,92664.09,False
674,0,26,10,0.0,2,1,1,138423.1,False
680,1,31,1,0.0,2,1,1,3148.2,False
593,0,39,0,117704.73,1,1,0,197933.5,False
465,1,41,9,117221.15,1,1,0,168280.95,False
641,0,35,4,0.0,2,0,0,125986.18,False
625,1,37,1,177069.24,2,1,1,96088.54,False
468,1,36,3,61636.97,1,0,0,107787.42,False
790,1,26,5,0.0,1,1,0,20510.79,False
692,1,66,4,159732.02,1,1,1,118188.15,False
571,1,41,8,0.0,1,1,1,63736.17,False
700,0,32,3,0.0,1,0,0,95740.37,False
445,0,30,3,0.0,2,1,1,127939.19,False
746,1,36,7,142400.77,1,1,1,193438.69,False
722,0,47,2,88011.4,1,1,1,90655.94,True
596,1,36,2,0.0,2,1,1,12067.39,False
649,1,37,9,87374.88,2,1,1,247.36,False
513,1,40,3,141004.46,1,1,0,105028.46,False
607,0,21,0,0.0,2,1,0,116106.52,False
757,1,57,3,89079.41,1,1,1,53179.21,True
612,1,24,1,182705.05,1,1,1,171837.06,False
842,1,29,8,0.0,2,1,1,123437.05,False
713,1,33,6,94598.48,1,0,0,197519.66,True
770,0,37,9,0.0,2,0,0,22710.72,False
773,0,40,10,0.0,2,0,1,69303.15,False
428,0,62,1,107735.93,1,0,1,58381.77,False
791,1,28,4,0.0,1,1,0,174435.48,False
820,0,49,1,0.0,2,1,1,119087.25,False
649,0,36,2,0.0,2,0,1,75035.48,False
632,0,27,3,107375.82,1,1,1,62703.38,False
594,1,40,9,122417.17,2,0,1,190882.69,False
682,0,42,0,0.0,1,0,1,91981.85,True
769,1,31,4,61297.05,2,1,1,7118.02,False
537,1,28,3,157842.07,1,1,0,86911.49,False
468,1,46,7,91443.75,1,1,0,10958.18,False
604,1,33,3,0.0,1,1,0,42171.13,True
671,0,31,7,41299.03,1,0,1,102681.32,False
453,1,29,6,0.0,1,0,0,198376.02,True
655,0,45,7,57327.04,1,0,1,47349.0,False
681,0,37,7,69609.85,1,1,1,72127.83,False
779,1,27,1,0.0,2,1,1,190623.02,False
456,0,63,1,165350.61,2,0,0,140758.07,True
686,0,41,7,152105.57,2,0,1,132374.41,False
617,1,74,10,0.0,2,1,1,53949.98,False
850,0,32,5,106290.64,1,1,0,121982.73,False
543,1,35,5,137482.19,1,0,0,62389.35,False
490,0,37,3,116465.53,1,0,1,24435.77,False
640,1,45,1,0.0,1,1,1,10908.33,False
761,1,36,9,127637.92,1,1,1,81062.93,False
426,0,34,3,0.0,2,1,1,61230.83,False
777,1,37,1,0.0,1,1,1,126837.72,False
534,1,35,2,81951.74,2,1,0,115668.53,False
777,0,42,5,147531.82,1,1,1,38819.45,False
790,0,33,10,135120.72,1,0,0,195204.99,False
638,0,34,7,0.0,2,1,1,198969.78,False
600,0,39,5,0.0,2,0,0,118272.07,False
554,0,43,10,0.0,2,1,0,149629.13,True
659,0,38,9,0.0,2,1,1,132809.18,False
835,1,35,6,127120.07,1,1,0,28707.69,False
763,0,35,7,115651.6,2,1,1,104706.29,False
799,0,30,9,0.0,2,1,0,136827.96,False
849,1,69,7,71996.09,1,1,1,139065.94,False
692,1,28,5,61581.97,1,1,1,70179.91,False
623,0,24,5,0.0,2,1,0,116160.04,False
408,0,84,8,87873.39,1,0,0,188484.52,True
695,0,42,5,0.0,1,0,1,72172.13,True
534,1,29,7,174851.9,1,1,1,79178.31,False
602,1,59,7,0.0,2,1,1,162347.05,False
667,1,42,6,0.0,1,1,0,88890.05,False
672,1,43,5,0.0,1,0,0,63833.09,False
675,1,49,8,135133.39,1,0,1,179521.24,True
468,0,32,8,137649.47,1,0,0,198714.29,False
675,0,61,5,62055.17,3,1,0,166305.16,True
604,1,31,6,134837.58,1,1,0,192029.19,False
833,0,39,3,0.0,2,1,0,1710.89,False
528,0,36,1,156948.41,1,1,1,149912.28,True
590,0,60,6,147751.75,1,1,0,88206.04,True
675,1,34,1,124619.33,2,0,1,163667.56,False
765,1,41,4,124182.21,1,0,0,100153.43,False
650,0,64,7,142028.36,1,1,0,32275.09,True
817,1,44,8,0.0,1,0,0,65501.91,True
847,1,51,5,97565.74,1,0,0,144184.06,True
695,0,50,8,0.0,1,1,0,126381.6,True
674,1,46,2,174701.05,1,1,0,90189.72,True
670,1,68,4,0.0,2,1,1,11426.7,False
541,0,32,4,0.0,1,1,1,114951.42,False
640,0,66,9,116037.76,1,0,1,184636.05,False
647,1,28,8,0.0,2,1,1,91055.27,False
757,1,23,2,80673.96,2,1,0,93991.65,False
637,1,33,5,0.0,2,1,0,139947.17,False
686,1,35,4,0.0,1,1,0,8816.37,False
757,1,28,7,120911.75,2,1,1,131249.46,False
826,1,55,4,115285.85,1,1,0,140126.17,False
721,1,41,2,0.0,2,1,0,168219.75,False
446,0,51,4,105056.13,1,0,0,70613.52,False
677,1,37,3,88363.03,1,0,1,117946.3,False
769,1,29,2,123757.52,2,1,0,84872.66,False
643,1,36,0,148159.71,1,0,0,55835.66,False
613,1,41,7,0.0,2,1,0,60297.72,False
506,0,57,6,0.0,2,0,1,194421.12,True
608,1,50,6,0.0,1,1,0,93568.77,True
750,0,47,7,121376.15,2,1,0,54473.6,True
610,1,33,4,111582.11,1,0,0,113943.17,False
479,0,26,1,0.0,2,1,1,19116.97,False
682,1,37,5,0.0,2,0,1,112554.68,False
677,0,36,7,0.0,1,1,0,47318.75,False
580,0,56,1,131368.3,1,1,0,106918.67,True
746,0,21,8,166883.07,2,0,1,194563.65,False
415,1,46,9,134950.19,3,0,0,178587.36,True
798,0,60,6,96956.1,1,1,0,31907.44,True
730,1,33,0,0.0,2,1,0,1474.79,False
773,1,41,4,0.0,2,1,1,24924.92,False
